,Player,All_NBA,All-Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes per Game,Points per Game,TRB per game,Assits per Game,Win Share,WS_per_game,BPM,VORP,Executive,Tenure,attend_college,Exec_id,Exec_draft_exp
2804,Walt Williams,0,0,1992,7,SAC,University of Maryland,11,708,18818,8385,2794,1637,0.425,0.379,0.743,26.6,11.8,3.9,2.3,33.9,0.087,0.6,12.4,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,19
2805,Brett Roberts,0,0,1992,54,SAC,Morehead State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,19
2848,Bobby Hurley,0,0,1993,7,SAC,Duke University,5,269,4170,1032,283,880,0.353,0.272,0.769,15.5,3.8,1.1,3.3,-1.2,-0.014,-7.5,-5.8,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,20
2849,Evers Burns,0,0,1993,31,SAC,University of Maryland,1,23,143,56,30,9,0.4,0,0.522,6.2,2.4,1.3,0.4,0.1,0.02,-4.8,-0.1,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,20
2850,Alex Holcombe,0,0,1993,44,SAC,Baylor University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,20
2851,Mike Peplowski,0,0,1993,52,SAC,Michigan State University,3,68,705,194,176,26,0.556,0,0.531,10.4,2.9,2.6,0.4,1,0.067,-2.9,-0.2,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,20
316,James Worthy,2,7,1982,1,LAL,University of North Carolina,12,926,30001,16320,4708,2791,0.521,0.241,0.769,32.4,17.6,5.1,3,81.2,0.13,1.8,28.5,Jerry West,6619 days 00:00:00.000000000,1,46,8
317,Willie Jones,0,0,1982,54,LAL,Vanderbilt University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,8
318,Mike Hackett,0,0,1982,67,LAL,Jacksonville University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,8
319,Craig McCormick,0,0,1982,90,LAL,Western Kentucky University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,8
320,Howard McNeill,0,0,1982,113,LAL,Seton Hall University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,8
321,Lynden Rose,0,0,1982,136,LAL,University of Houston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,8
322,Maurice Williams,0,0,1982,159,LAL,University of Southern California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,8
323,Micah Blunt,0,0,1982,182,LAL,Tulane University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,8
324,Tim Byrne,0,0,1982,203,LAL,Rutgers University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,8
462,Kyle Lowry,1,2,2006,24,MEM,Villanova University,10,653,19814,8818,2622,3706,0.419,0.356,0.796,30.3,13.5,4,5.7,59.8,0.145,3.3,26.6,Jerry West,1875 days 00:00:00.000000000,1,46,24
553,Eddie Jones,1,3,1994,10,LAL,Temple University,14,954,32778,14155,3857,2812,0.437,0.373,0.809,34.4,14.8,4,2.9,100.6,0.147,3.5,45.1,Jerry West,6619 days 00:00:00.000000000,1,46,21
1156,Tony Smith,0,0,1990,51,LAL,Marquette University,9,457,7295,2504,735,881,0.431,0.307,0.69,16,5.5,1.6,1.9,6.7,0.044,-2.6,-1.1,Jerry West,6619 days 00:00:00.000000000,1,46,15
1157,Elden Campbell,0,0,1990,27,LAL,Clemson University,15,1044,25776,10805,6116,1199,0.46,0.054,0.699,24.7,10.3,5.9,1.1,62.8,0.117,-0.3,10.8,Jerry West,6619 days 00:00:00.000000000,1,46,15
2039,Orlando Phillips,0,0,1983,69,LAL,Pepperdine University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,9
2040,Terry Lewis,0,0,1983,92,LAL,Mississippi State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,9
2041,Danny Dixon,0,0,1983,115,LAL,Alabama A&M University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,9
2042,Mark Steele,0,0,1983,138,LAL,Colorado State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,9
2043,Ricky Mixon,0,0,1983,161,LAL,"California State University, Fullerton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,9
2165,Earl Jones,0,0,1984,23,LAL,University of the District of Columbia,2,14,50,13,10,4,0.385,0,0.75,3.6,0.9,0.7,0.3,-0.1,-0.09,-8.1,-0.1,Jerry West,6619 days 00:00:00.000000000,1,46,10
2166,George Singleton,0,0,1984,69,LAL,Furman University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,10
2167,John Revelli,0,0,1984,92,LAL,Stanford University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,10
2168,Lance Berwald,0,0,1984,115,LAL,North Dakota State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,10
2169,Keith Jones,0,0,1984,138,LAL,Stanford University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,10
2170,Richard Haenisch,0,0,1984,161,LAL,Chaminade University of Honolulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,10
2316,A.C. Green,0,0,1985,23,LAL,Oregon State University,16,1278,36552,12331,9473,1400,0.494,0.254,0.734,28.6,9.6,7.4,1.1,99.5,0.131,0.4,22.2,Jerry West,6619 days 00:00:00.000000000,1,46,1
2317,Dexter Shouse,0,0,1985,92,LAL,University of South Alabama,1,3,18,0,0,2,0,0,0,6,0,0,0.7,-0.1,-0.281,-15,-0.1,Jerry West,6619 days 00:00:00.000000000,1,46,1
2318,Timo Saarelainen,0,0,1985,115,LAL,Brigham Young University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,1
2319,Tony Neal,0,0,1985,138,LAL,"California State University, Fullerton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,1
2320,Keith Cleplicki,0,0,1985,161,LAL,College of William & Mary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,1
2440,Anthony Jones,0,0,1991,52,LAL,Oral Roberts University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,17
2441,Ken Barlow,0,0,1986,23,LAL,University of Notre Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,11
2442,Andre Turner,0,0,1986,69,LAL,University of Memphis,6,170,2523,767,263,535,0.422,0.237,0.764,14.8,4.5,1.5,3.1,1.8,0.034,-3.7,-1.1,Jerry West,6619 days 00:00:00.000000000,1,46,11
2443,Dale Blaney,0,0,1986,92,LAL,West Virginia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,11
2444,Roger Harden,0,0,1986,115,LAL,University of Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,11
2445,Walter Downing,0,0,1986,138,LAL,Marquette University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,11
2446,Mark Coleman,0,0,1986,161,LAL,Mississippi Valley State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,11
2582,Willie Glass,0,0,1987,69,LAL,St. John's University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,36
2583,Ralph Tally,0,0,1987,92,LAL,Norfolk State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,36
2584,Kenny Travis,0,0,1987,115,LAL,New Mexico State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,36
2585,Frank Ford,0,0,1987,138,LAL,Auburn University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,36
2586,Ron Vanderschaaf,0,0,1987,161,LAL,Central Washington University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,36
2645,David Rivers,0,0,1988,25,LAL,University of Notre Dame,3,114,1286,383,147,282,0.398,0.083,0.794,11.3,3.4,1.3,2.5,-0.3,-0.01,-5.2,-1,Jerry West,6619 days 00:00:00.000000000,1,46,13
2695,Vlade Divac,0,0,1989,26,LAL,0,16,1134,33838,13398,9326,3541,0.495,0.235,0.692,29.8,11.8,8.2,3.1,96.4,0.137,3.3,45.3,Jerry West,6619 days 00:00:00.000000000,0,46,14
2818,Anthony Peeler,0,0,1992,15,LAL,University of Missouri,13,827,20464,8017,2136,1956,0.427,0.384,0.799,24.7,9.7,2.6,2.4,30.7,0.072,-0.8,6.1,Jerry West,6619 days 00:00:00.000000000,1,46,19
2819,Duane Cooper,0,0,1992,36,LAL,University of Southern California,2,88,781,204,59,178,0.402,0.216,0.72,8.9,2.3,0.7,2,-0.5,-0.032,-8.6,-1.3,Jerry West,6619 days 00:00:00.000000000,1,46,19
2856,George Lynch,0,0,1993,12,LAL,University of North Carolina,12,774,17683,5109,3902,1121,0.446,0.306,0.652,22.8,6.6,5,1.4,32.3,0.088,0.6,11.5,Jerry West,6619 days 00:00:00.000000000,1,46,20
2857,Nick Van Exel,0,0,1993,37,LAL,University of Cincinnati,13,880,28969,12658,2545,5777,0.405,0.357,0.794,32.9,14.4,2.9,6.6,55.9,0.093,-0.4,11.4,Jerry West,6619 days 00:00:00.000000000,1,46,20
2978,Frankie King,0,0,1995,37,LAL,Western Carolina University,2,13,79,27,16,7,0.357,0.333,0.75,6.1,2.1,1.2,0.5,0,0.025,-4.2,0,Jerry West,6619 days 00:00:00.000000000,1,46,22
3004,Derek Fisher,0,0,1996,24,LAL,University of Arkansas at Little Rock,18,1287,32719,10713,2658,3804,0.399,0.374,0.817,25.4,8.3,2.1,3,62.3,0.091,-0.9,9.3,Jerry West,6619 days 00:00:00.000000000,1,46,23
3064,DeJuan Wheat,0,0,1997,51,LAL,University of Louisville,2,80,740,265,56,127,0.383,0.39,0.7,9.3,3.3,0.7,1.6,0.5,0.034,-4.4,-0.4,Jerry West,6619 days 00:00:00.000000000,1,46,12
3065,Paul Rogers,0,0,1997,53,LAL,Gonzaga University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,6619 days 00:00:00.000000000,1,46,12
3103,Sam Jacobson,0,0,1998,26,LAL,University of Minnesota,3,68,752,283,80,36,0.511,0.36,0.739,11.1,4.2,1.2,0.5,1.1,0.071,-3.5,-0.3,Jerry West,6619 days 00:00:00.000000000,1,46,26
3104,Ruben Patterson,0,0,1998,31,LAL,University of Cincinnati,10,649,15955,6953,2697,1150,0.517,0.179,0.641,24.6,10.7,4.2,1.8,35.1,0.106,0.9,11.8,Jerry West,6619 days 00:00:00.000000000,1,46,26
3105,Toby Bailey,0,0,1998,45,LAL,"University of California, Los Angeles",2,73,698,241,126,43,0.407,0.2,0.692,9.6,3.3,1.7,0.6,1,0.072,-4,-0.3,Jerry West,6619 days 00:00:00.000000000,1,46,26
3155,Devean George,0,0,1999,23,LAL,Augsburg College,11,630,11682,3536,1975,543,0.392,0.343,0.721,18.5,5.6,3.1,0.9,18.2,0.075,-1.2,2.5,Jerry West,6619 days 00:00:00.000000000,1,46,27
3156,John Celestand,0,0,1999,30,LAL,Villanova University,1,16,185,37,11,20,0.333,0.222,0.833,11.6,2.3,0.7,1.3,-0.1,-0.038,-7.4,-0.3,Jerry West,6619 days 00:00:00.000000000,1,46,27
3217,Mark Madsen,0,0,2000,29,LAL,Stanford University,9,453,5335,975,1157,181,0.457,0.063,0.527,11.8,2.2,2.6,0.4,8.2,0.074,-2.2,-0.2,Jerry West,6619 days 00:00:00.000000000,1,46,28
3269,Drew Gooden,0,0,2002,4,MEM,University of Kansas,14,790,20127,8653,5618,896,0.462,0.257,0.76,25.5,11,7.1,1.1,43.9,0.105,-1.5,2.3,Jerry West,1875 days 00:00:00.000000000,1,46,25
3270,Robert Archibald,0,0,2002,31,MEM,University of Illinois at Urbana-Champaign,2,44,328,51,69,16,0.283,0,0.429,7.5,1.2,1.6,0.4,0,-0.004,-5,-0.2,Jerry West,1875 days 00:00:00.000000000,1,46,25
3271,Matt Barnes,0,0,2002,45,MEM,"University of California, Los Angeles",13,855,20190,7062,3897,1496,0.44,0.335,0.742,23.6,8.3,4.6,1.7,40.8,0.097,1.1,16.1,Jerry West,1875 days 00:00:00.000000000,1,46,25
3334,Marcus Banks,0,0,2003,13,MEM,"University of Nevada, Las Vegas",8,348,5571,2061,519,728,0.432,0.327,0.768,16,5.9,1.5,2.1,6.6,0.057,-2.4,-0.6,Jerry West,1875 days 00:00:00.000000000,1,46,30
3335,Kendrick Perkins,0,0,2003,27,MEM,0,13,781,17147,4211,4531,811,0.53,0,0.594,22,5.4,5.8,1,27.9,0.078,-0.4,7,Jerry West,1875 days 00:00:00.000000000,0,46,30
3413,Sergei Lishouk,0,0,2004,49,MEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry West,1875 days 00:00:00.000000000,0,46,18
3449,Hakim Warrick,0,0,2005,19,MEM,Syracuse University,8,526,10624,4947,2117,400,0.49,0.191,0.726,20.2,9.4,4,0.8,20.4,0.092,-3.1,-2.9,Jerry West,1875 days 00:00:00.000000000,1,46,16
2755,Luc Longley,0,0,1991,7,MIN,University of New Mexico,10,567,12006,4090,2794,836,0.462,0,0.76,21.2,7.2,4.9,1.5,17.5,0.07,-1.5,1.5,Jim Brewer,545 days 00:00:00.000000000,1,114,17
2756,Myron Brown,0,0,1991,34,MIN,Slippery Rock University of Pennsylvania,1,4,23,9,3,6,0.667,0.333,0,5.8,2.3,0.8,1.5,0,0.032,-5,0,Jim Brewer,545 days 00:00:00.000000000,1,114,17
2808,Clarence Weatherspoon,0,0,1992,9,PHI,University of Southern Mississippi,13,915,27736,10483,6846,1346,0.471,0.196,0.743,30.3,11.5,7.5,1.5,58.4,0.101,-0.1,13.4,Jim Lynam,707 days 00:00:00.000000000,1,116,19
2841,Shawn Bradley,0,0,1993,2,PHI,Brigham Young University,12,832,19531,6752,5268,573,0.457,0.103,0.716,23.5,8.1,6.3,0.7,40.7,0.1,0.5,12.3,Jim Lynam,707 days 00:00:00.000000000,1,116,20
2842,Alphonso Ford,0,0,1993,32,PHI,Mississippi Valley State University,2,11,114,35,20,10,0.308,0.1,0.5,10.4,3.2,1.8,0.9,-0.4,-0.153,-9.9,-0.2,Jim Lynam,707 days 00:00:00.000000000,1,116,20
19,LeBron James,12,12,2003,1,CLE,0,13,987,38478,26833,7067,6815,0.498,0.34,0.744,39,27.2,7.2,6.9,192.5,0.24,9.2,108.6,Jim Paxson,2151 days 00:00:00.000000000,0,6,30
20,Jason Kapono,0,0,2003,31,CLE,"University of California, Los Angeles",9,509,9068,3398,844,417,0.442,0.434,0.835,17.8,6.7,1.7,0.8,10.3,0.055,-3,-2.3,Jim Paxson,2151 days 00:00:00.000000000,1,6,30
455,Carlos Boozer,1,2,2002,34,CLE,Duke University,13,861,26901,13976,8192,1928,0.521,0.071,0.722,31.2,16.2,9.5,2.2,80.3,0.143,1.2,22.1,Jim Paxson,2151 days 00:00:00.000000000,1,6,25
456,Dajuan Wagner,0,0,2002,6,CLE,University of Memphis,4,103,2202,964,142,195,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0,0,-5.6,-2,Jim Paxson,2151 days 00:00:00.000000000,1,6,25
3133,Andre Miller,0,0,1999,8,CLE,University of Utah,17,1304,40268,16278,4795,8524,0.461,0.217,0.807,30.9,12.5,3.7,6.5,100.8,0.12,1.1,31.7,Jim Paxson,2151 days 00:00:00.000000000,1,6,27
3134,Trajan Langdon,0,0,1999,11,CLE,Duke University,3,119,1738,647,159,152,0.416,0.396,0.91,14.6,5.4,1.3,1.3,2.9,0.079,-1.9,0.1,Jim Paxson,2151 days 00:00:00.000000000,1,6,27
3135,A.J. Bramlett,0,0,1999,39,CLE,University of Arizona,1,8,61,8,22,0,0.19,0,0,7.6,1,2.8,0,-0.2,-0.129,-16.8,-0.2,Jim Paxson,2151 days 00:00:00.000000000,1,6,27
3188,Jamal Crawford,0,0,2000,8,CLE,University of Michigan,16,1100,33967,17076,2635,3910,0.41,0.349,0.861,30.9,15.5,2.4,3.6,57.3,0.081,-0.7,11.5,Jim Paxson,2151 days 00:00:00.000000000,1,6,28
3234,DeSagana Diop,0,0,2001,8,CLE,0,12,601,8403,1185,2219,270,0.427,0.167,0.467,14,2,3.7,0.4,12.8,0.073,0,4.3,Jim Paxson,2151 days 00:00:00.000000000,0,6,29
3235,Brendan Haywood,0,0,2001,20,CLE,University of North Carolina,13,816,18680,5538,4875,442,0.528,0,0.587,22.9,6.8,6,0.5,43.8,0.113,-0.2,8.4,Jim Paxson,2151 days 00:00:00.000000000,1,6,29
3236,Jeff Trepagnier,0,0,2001,35,CLE,University of Southern California,3,31,270,88,43,22,0.337,0.462,0.7,8.7,2.8,1.4,0.7,-0.2,-0.038,-4.8,-0.2,Jim Paxson,2151 days 00:00:00.000000000,1,6,29
3380,Luke Jackson,0,0,2004,10,CLE,University of Oregon,4,73,724,252,89,58,0.357,0.36,0.732,9.9,3.5,1.2,0.8,0.2,0.01,-4.4,-0.4,Jim Paxson,2151 days 00:00:00.000000000,1,6,18
571,Otis Birdsong,1,4,1977,2,SAC,University of Houston,12,696,21627,12544,2072,2260,0.506,0.274,0.655,31.1,18,3,3.2,48.2,0.107,0.3,12.4,Joe Axelson,3738 days 00:00:00.000000000,1,68,3
572,Eddie Owens,0,0,1977,31,SAC,"University of Nevada, Las Vegas",1,8,63,21,10,5,0.429,0,0.5,7.9,2.6,1.3,0.6,0,0.027,-4.9,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,3
573,Bill Paterno,0,0,1977,45,SAC,University of Notre Dame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,3
574,John Kuester,0,0,1977,53,SAC,University of North Carolina,3,135,1527,451,141,305,0.427,0,0.833,11.3,3.3,1,2.3,2,0.064,-3.5,-0.6,Joe Axelson,3738 days 00:00:00.000000000,1,68,3
575,Larry Williams,0,0,1977,75,SAC,Texas Southern University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,3
576,Bob Chapman,0,0,1977,97,SAC,Michigan State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,3
577,Bob Cooper,0,0,1977,119,SAC,Providence College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,3
578,Bruce Jenner,0,0,1977,139,SAC,Graceland University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,3
606,Richard Washington,0,0,1976,3,SAC,"University of California, Los Angeles",6,351,7874,3456,2204,409,0.453,0.25,0.711,22.4,9.8,6.3,1.2,10.8,0.066,-2.3,-0.6,Joe Axelson,3738 days 00:00:00.000000000,1,68,2
607,Clarence Ramsey,0,0,1976,54,SAC,University of Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,2
608,Willie Hodge,0,0,1976,71,SAC,Duke University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,2
609,Andre McCarter,0,0,1976,89,SAC,"University of California, Los Angeles",3,103,1182,392,95,172,0.431,0.25,0.725,11.5,3.8,0.9,1.7,1.1,0.046,-4.5,-0.7,Joe Axelson,3738 days 00:00:00.000000000,1,68,2
610,Craig Prosser,0,0,1976,107,SAC,Canisius College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,2
611,Mike Davis,0,0,1976,125,SAC,Bradley University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,2
612,Dave Logan,0,0,1976,143,SAC,University of Colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,2
613,Harry Bailey,0,0,1976,160,SAC,University of North Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,2
941,Mike Jackson,0,0,1983,84,SAC,University of Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,1,68,9
942,Ennis Whatley,0,0,1983,13,SAC,University of Alabama,10,385,7108,2150,679,1754,0.468,0.097,0.755,18.5,5.6,1.8,4.6,9.6,0.065,-2.5,-0.8,Joe Axelson,2138 days 00:00:00.000000000,1,68,9
943,Chris McNealy,0,0,1983,38,SAC,San Jose State University,3,108,1864,466,494,110,0.456,0,0.658,17.3,4.3,4.6,1,2.6,0.066,-0.7,0.6,Joe Axelson,2138 days 00:00:00.000000000,1,68,9
944,Steve Harriel,0,0,1983,60,SAC,Washington State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,1,68,9
945,Lorenza Andrews,0,0,1983,106,SAC,Oklahoma State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,1,68,9
946,Alvis Rogers,0,0,1983,130,SAC,Wake Forest University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,1,68,9
947,Dane Suttle,0,0,1983,152,SAC,Pepperdine University,2,46,493,272,49,48,0.507,0,0.857,10.7,5.9,1.1,1,1,0.093,-2.2,0,Joe Axelson,2138 days 00:00:00.000000000,1,68,9
948,Preston Neumayr,0,0,1983,176,SAC,"University of California, Davis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,1,68,9
949,Bernard Hill,0,0,1983,197,SAC,Oklahoma Panhandle State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,1,68,9
950,Aaron Haskins,0,0,1983,219,SAC,Washington State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,1,68,9
963,Phil Ford,0,0,1978,2,SAC,University of North Carolina,7,482,13503,5594,854,3083,0.467,0.21,0.82,28,11.6,1.8,6.4,23.3,0.083,-2.1,-0.4,Joe Axelson,3738 days 00:00:00.000000000,1,68,4
964,Jeff Cook,0,0,1978,49,SAC,Idaho State University,8,518,9697,2734,2334,707,0.462,0.056,0.716,18.7,5.3,4.5,1.4,17.7,0.088,-0.3,4.2,Joe Axelson,3738 days 00:00:00.000000000,1,68,4
965,Mike Russell,0,0,1978,52,SAC,Texas Tech University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,4
966,Jeffrey Crompton,0,0,1978,70,SAC,University of North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,4
967,Derick Clairborne,0,0,1978,93,SAC,University of Massachusetts Amherst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,4
968,Jim Krivacs,0,0,1978,114,SAC,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,4
969,Charles McMilliam,0,0,1978,136,SAC,University of North Texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,4
970,Ron Hammye,0,0,1978,155,SAC,Bowling Green State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,4
1238,Reggie King,0,0,1979,18,SAC,University of Alabama,6,438,11345,3898,2707,691,0.514,0,0.699,25.9,8.9,6.2,1.6,24.8,0.105,0.5,7,Joe Axelson,3738 days 00:00:00.000000000,1,68,5
1239,Terry Crosby,0,0,1979,62,SAC,University of Tennessee,1,4,28,6,1,7,0.5,0,1,7,1.5,0.3,1.8,0,-0.051,-13.3,-0.1,Joe Axelson,3738 days 00:00:00.000000000,1,68,5
1240,John McCullough,0,0,1979,85,SAC,University of Oklahoma,1,8,23,21,4,3,0.692,0,0.6,2.9,2.6,0.5,0.4,0.1,0.239,6.8,0.1,Joe Axelson,3738 days 00:00:00.000000000,1,68,5
1241,Curtis Watkins,0,0,1979,105,SAC,DePaul University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,5
1242,Bob Roma,0,0,1979,126,SAC,Princeton University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,5
1243,Nick Daniels,0,0,1979,145,SAC,Xavier University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,5
1244,Tony Vann,0,0,1979,164,SAC,University of Alabama at Huntsville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,5
1245,Gary Wilson,0,0,1979,181,SAC,Southern Illinois University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,5
1246,Russell Saunders,0,0,1979,200,SAC,University of New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,3738 days 00:00:00.000000000,1,68,5
1648,Charles Bradley,0,0,1985,51,SAC,University of South Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joe Axelson,2138 days 00:00:00.000000000,1,68,1
